itemId,title,category,distance,duration,nearby_places,url,p_rating,count,latitude,longitude,image_url
592,Mysore Leisure Garden 32,Family,5.7 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-leisure-garden-32,4.5,1667,12.2438,76.6644,https://source.unsplash.com/featured/800x500/?Mysore+Leisure+Garden+32+mysore+Family+India+travel
593,Mysore Craft Lane 33,Shopping,6.2 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-craft-lane-33,4.8,2116,12.3322,76.592,https://source.unsplash.com/featured/800x500/?Mysore+Craft+Lane+33+mysore+Shopping+India+travel
594,Mysore Market Bites 34,Food,6.6 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-market-bites-34,4.6,1983,12.2561,76.6177,https://source.unsplash.com/featured/800x500/?Mysore+Market+Bites+34+mysore+Food+India+travel
595,Mysore Heritage Trail 35,Heritage,7.4 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-heritage-trail-35,4.8,1960,12.3276,76.5925,https://source.unsplash.com/featured/800x500/?Mysore+Heritage+Trail+35+mysore+Heritage+India+travel
596,Mysore Legacy Lane 36,Historic,7.9 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-legacy-lane-36,4.5,1238,12.2996,76.686,https://source.unsplash.com/featured/800x500/?Mysore+Legacy+Lane+36+mysore+Historic+India+travel
597,Mysore Cultural House 37,Museum,8.5 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-cultural-house-37,4.5,1360,12.3278,76.6239,https://source.unsplash.com/featured/800x500/?Mysore+Cultural+House+37+mysore+Museum+India+travel
598,Mysore Forest View 38,Nature,8.9 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-forest-view-38,4.5,1299,12.2528,76.6117,https://source.unsplash.com/featured/800x500/?Mysore+Forest+View+38+mysore+Nature+India+travel
599,Mysore Scenic Point 39,Scenic,9.5 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-scenic-point-39,4.8,1911,12.3028,76.6554,https://source.unsplash.com/featured/800x500/?Mysore+Scenic+Point+39+mysore+Scenic+India+travel
600,Mysore Zipline Zone 40,Adventure,9.8 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-zipline-zone-40,4.6,2300,12.347,76.6318,https://source.unsplash.com/featured/800x500/?Mysore+Zipline+Zone+40+mysore+Adventure+India+travel
601,Shimla Forest View 01,Nature,8.9 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-forest-view-01,3.9,1141,31.132,77.1798,https://source.unsplash.com/featured/800x500/?Shimla+Forest+View+01+shimla+Nature+India+travel
602,Shimla Scenic Point 02,Scenic,9.4 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-scenic-point-02,4.1,1104,31.0928,77.2034,https://source.unsplash.com/featured/800x500/?Shimla+Scenic+Point+02+shimla+Scenic+India+travel
603,Shimla Zipline Zone 03,Adventure,9.9 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-zipline-zone-03,4.3,596,31.1595,77.1715,https://source.unsplash.com/featured/800x500/?Shimla+Zipline+Zone+03+shimla+Adventure+India+travel
604,Shimla Sun Sand Bay 04,Beach,0.5 km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-sun-sand-bay-04,4.1,1376,31.0626,77.2219,https://source.unsplash.com/featured/800x500/?Shimla+Sun+Sand+Bay+04+shimla+Beach+India+travel
605,Shimla Eco Trail 05,Wildlife,1.1 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-eco-trail-05,4.1,1393,31.1361,77.1757,https://source.unsplash.com/featured/800x500/?Shimla+Eco+Trail+05+shimla+Wildlife+India+travel
606,Shimla Temple Circuit 06,Spiritual,1.8 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-temple-circuit-06,4.1,1192,31.0849,77.1514,https://source.unsplash.com/featured/800x500/?Shimla+Temple+Circuit+06+shimla+Spiritual+India+travel
607,Shimla Leisure Garden 07,Family,2.1 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-leisure-garden-07,4.5,1012,31.1211,77.1929,https://source.unsplash.com/featured/800x500/?Shimla+Leisure+Garden+07+shimla+Family+India+travel
608,Shimla Craft Lane 08,Shopping,2.7 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-craft-lane-08,4.0,1482,31.1066,77.1791,https://source.unsplash.com/featured/800x500/?Shimla+Craft+Lane+08+shimla+Shopping+India+travel
609,Shimla Market Bites 09,Food,3.2 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-market-bites-09,4.1,1444,31.0753,77.163,https://source.unsplash.com/featured/800x500/?Shimla+Market+Bites+09+shimla+Food+India+travel
610,Shimla Heritage Trail 10,Heritage,4.1 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-heritage-trail-10,4.1,1461,31.0933,77.1995,https://source.unsplash.com/featured/800x500/?Shimla+Heritage+Trail+10+shimla+Heritage+India+travel
611,Shimla Legacy Lane 11,Historic,4.3 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-legacy-lane-11,4.2,733,31.0926,77.1959,https://source.unsplash.com/featured/800x500/?Shimla+Legacy+Lane+11+shimla+Historic+India+travel
612,Shimla Cultural House 12,Museum,5.0 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-cultural-house-12,4.2,1031,31.1133,77.2063,https://source.unsplash.com/featured/800x500/?Shimla+Cultural+House+12+shimla+Museum+India+travel
613,Shimla Forest View 13,Nature,5.7 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-forest-view-13,4.3,1292,31.1001,77.1473,https://source.unsplash.com/featured/800x500/?Shimla+Forest+View+13+shimla+Nature+India+travel
614,Shimla Scenic Point 14,Scenic,6.1 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-scenic-point-14,4.2,1611,31.1155,77.1856,https://source.unsplash.com/featured/800x500/?Shimla+Scenic+Point+14+shimla+Scenic+India+travel
615,Shimla Zipline Zone 15,Adventure,6.7 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-zipline-zone-15,3.9,870,31.1177,77.2079,https://source.unsplash.com/featured/800x500/?Shimla+Zipline+Zone+15+shimla+Adventure+India+travel
616,Shimla Sun Sand Bay 16,Beach,7.1 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-sun-sand-bay-16,3.9,1484,31.1237,77.1529,https://source.unsplash.com/featured/800x500/?Shimla+Sun+Sand+Bay+16+shimla+Beach+India+travel
617,Shimla Eco Trail 17,Wildlife,7.7 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-eco-trail-17,4.0,1528,31.1261,77.1746,https://source.unsplash.com/featured/800x500/?Shimla+Eco+Trail+17+shimla+Wildlife+India+travel
618,Shimla Temple Circuit 18,Spiritual,8.3 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-temple-circuit-18,4.3,1120,31.0963,77.1719,https://source.unsplash.com/featured/800x500/?Shimla+Temple+Circuit+18+shimla+Spiritual+India+travel
619,Shimla Leisure Garden 19,Family,8.7 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-leisure-garden-19,4.1,1712,31.1108,77.1723,https://source.unsplash.com/featured/800x500/?Shimla+Leisure+Garden+19+shimla+Family+India+travel
620,Shimla Craft Lane 20,Shopping,9.6 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-craft-lane-20,4.2,1211,31.1179,77.2136,https://source.unsplash.com/featured/800x500/?Shimla+Craft+Lane+20+shimla+Shopping+India+travel
621,Shimla Market Bites 21,Food,10.0 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-market-bites-21,4.3,1842,31.1395,77.2244,https://source.unsplash.com/featured/800x500/?Shimla+Market+Bites+21+shimla+Food+India+travel
622,Shimla Heritage Trail 22,Heritage,0.6 km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-heritage-trail-22,3.8,921,31.0955,77.2108,https://source.unsplash.com/featured/800x500/?Shimla+Heritage+Trail+22+shimla+Heritage+India+travel
623,Shimla Legacy Lane 23,Historic,1.0 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-legacy-lane-23,4.0,1472,31.1373,77.1427,https://source.unsplash.com/featured/800x500/?Shimla+Legacy+Lane+23+shimla+Historic+India+travel
624,Shimla Cultural House 24,Museum,1.8 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-cultural-house-24,4.2,2029,31.0683,77.1687,https://source.unsplash.com/featured/800x500/?Shimla+Cultural+House+24+shimla+Museum+India+travel
625,Shimla Forest View 25,Nature,2.2 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-forest-view-25,4.2,1678,31.106,77.1814,https://source.unsplash.com/featured/800x500/?Shimla+Forest+View+25+shimla+Nature+India+travel
626,Shimla Scenic Point 26,Scenic,2.9 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-scenic-point-26,4.2,1397,31.1094,77.2016,https://source.unsplash.com/featured/800x500/?Shimla+Scenic+Point+26+shimla+Scenic+India+travel
627,Shimla Zipline Zone 27,Adventure,3.5 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-zipline-zone-27,4.3,1582,31.1587,77.1297,https://source.unsplash.com/featured/800x500/?Shimla+Zipline+Zone+27+shimla+Adventure+India+travel
628,Shimla Sun Sand Bay 28,Beach,3.8 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-sun-sand-bay-28,4.4,1174,31.146,77.1219,https://source.unsplash.com/featured/800x500/?Shimla+Sun+Sand+Bay+28+shimla+Beach+India+travel
629,Shimla Eco Trail 29,Wildlife,4.6 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-eco-trail-29,3.9,1737,31.0981,77.2277,https://source.unsplash.com/featured/800x500/?Shimla+Eco+Trail+29+shimla+Wildlife+India+travel
630,Shimla Temple Circuit 30,Spiritual,5.0 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-temple-circuit-30,4.1,1465,31.1445,77.1855,https://source.unsplash.com/featured/800x500/?Shimla+Temple+Circuit+30+shimla+Spiritual+India+travel
631,Shimla Leisure Garden 31,Family,5.6 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-leisure-garden-31,4.1,2168,31.1393,77.207,https://source.unsplash.com/featured/800x500/?Shimla+Leisure+Garden+31+shimla+Family+India+travel
632,Shimla Craft Lane 32,Shopping,6.0 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-craft-lane-32,4.2,2141,31.0683,77.2261,https://source.unsplash.com/featured/800x500/?Shimla+Craft+Lane+32+shimla+Shopping+India+travel
633,Shimla Market Bites 33,Food,6.5 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-market-bites-33,4.4,1953,31.1582,77.1931,https://source.unsplash.com/featured/800x500/?Shimla+Market+Bites+33+shimla+Food+India+travel
634,Shimla Heritage Trail 34,Heritage,7.3 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-heritage-trail-34,4.1,1405,31.1509,77.2276,https://source.unsplash.com/featured/800x500/?Shimla+Heritage+Trail+34+shimla+Heritage+India+travel
635,Shimla Legacy Lane 35,Historic,7.9 Km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-legacy-lane-35,4.4,1961,31.0773,77.1967,https://source.unsplash.com/featured/800x500/?Shimla+Legacy+Lane+35+shimla+Historic+India+travel
636,Shimla Cultural House 36,Museum,8.2 Km,30 min,Shimla Central Loop,/himachal-pradesh/shimla/shimla-cultural-house-36,4.0,2105,31.1036,77.1819,https://source.unsplash.com/featured/800x500/?Shimla+Cultural+House+36+shimla+Museum+India+travel
637,Shimla Forest View 37,Nature,9.0 Km,1 hr,Shimla Central Loop,/himachal-pradesh/shimla/shimla-forest-view-37,4.0,1772,31.0581,77.2058,https://source.unsplash.com/featured/800x500/?Shimla+Forest+View+37+shimla+Nature+India+travel
638,Shimla Scenic Point 38,Scenic,9.4 Km,1-2 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-scenic-point-38,4.1,2417,31.1262,77.2149,https://source.unsplash.com/featured/800x500/?Shimla+Scenic+Point+38+shimla+Scenic+India+travel
639,Shimla Zipline Zone 39,Adventure,10.0 Km,2-3 hrs,Shimla Central Loop,/himachal-pradesh/shimla/shimla-zipline-zone-39,4.2,2187,31.0501,77.2036,https://source.unsplash.com/featured/800x500/?Shimla+Zipline+Zone+39+shimla+Adventure+India+travel
640,Shimla Sun Sand Bay 40,Beach,0.7 km,Half day,Shimla Central Loop,/himachal-pradesh/shimla/shimla-sun-sand-bay-40,4.3,2086,31.1196,77.1951,https://source.unsplash.com/featured/800x500/?Shimla+Sun+Sand+Bay+40+shimla+Beach+India+travel
641,Manali Scenic Point 01,Scenic,9.3 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-scenic-point-01,4.0,972,32.2086,77.181,https://source.unsplash.com/featured/800x500/?Manali+Scenic+Point+01+manali+Scenic+India+travel
642,Manali Zipline Zone 02,Adventure,10.0 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-zipline-zone-02,4.2,1118,32.2218,77.1973,https://source.unsplash.com/featured/800x500/?Manali+Zipline+Zone+02+manali+Adventure+India+travel
643,Manali Sun Sand Bay 03,Beach,0.4 km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-sun-sand-bay-03,4.3,1379,32.283,77.2175,https://source.unsplash.com/featured/800x500/?Manali+Sun+Sand+Bay+03+manali+Beach+India+travel
644,Manali Eco Trail 04,Wildlife,1.0 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-eco-trail-04,4.3,1337,32.1864,77.2359,https://source.unsplash.com/featured/800x500/?Manali+Eco+Trail+04+manali+Wildlife+India+travel
645,Manali Temple Circuit 05,Spiritual,1.6 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-temple-circuit-05,4.4,809,32.2069,77.2094,https://source.unsplash.com/featured/800x500/?Manali+Temple+Circuit+05+manali+Spiritual+India+travel
646,Manali Leisure Garden 06,Family,2.1 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-leisure-garden-06,4.3,675,32.2808,77.2301,https://source.unsplash.com/featured/800x500/?Manali+Leisure+Garden+06+manali+Family+India+travel
647,Manali Craft Lane 07,Shopping,2.7 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-craft-lane-07,4.4,1155,32.2255,77.2331,https://source.unsplash.com/featured/800x500/?Manali+Craft+Lane+07+manali+Shopping+India+travel
648,Manali Market Bites 08,Food,3.3 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-market-bites-08,4.0,747,32.2645,77.2168,https://source.unsplash.com/featured/800x500/?Manali+Market+Bites+08+manali+Food+India+travel
649,Manali Heritage Trail 09,Heritage,3.8 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-heritage-trail-09,4.1,1487,32.1847,77.1861,https://source.unsplash.com/featured/800x500/?Manali+Heritage+Trail+09+manali+Heritage+India+travel
650,Manali Legacy Lane 10,Historic,4.6 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-legacy-lane-10,4.4,1463,32.1856,77.2102,https://source.unsplash.com/featured/800x500/?Manali+Legacy+Lane+10+manali+Historic+India+travel
651,Manali Cultural House 11,Museum,4.9 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-cultural-house-11,4.1,831,32.2609,77.1862,https://source.unsplash.com/featured/800x500/?Manali+Cultural+House+11+manali+Museum+India+travel
652,Manali Forest View 12,Nature,5.5 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-forest-view-12,4.3,917,32.196,77.1741,https://source.unsplash.com/featured/800x500/?Manali+Forest+View+12+manali+Nature+India+travel
653,Manali Scenic Point 13,Scenic,5.9 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-scenic-point-13,4.4,1004,32.2552,77.2082,https://source.unsplash.com/featured/800x500/?Manali+Scenic+Point+13+manali+Scenic+India+travel
654,Manali Zipline Zone 14,Adventure,6.7 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-zipline-zone-14,4.3,1534,32.233,77.2132,https://source.unsplash.com/featured/800x500/?Manali+Zipline+Zone+14+manali+Adventure+India+travel
655,Manali Sun Sand Bay 15,Beach,7.1 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-sun-sand-bay-15,4.3,1000,32.2524,77.1824,https://source.unsplash.com/featured/800x500/?Manali+Sun+Sand+Bay+15+manali+Beach+India+travel
656,Manali Eco Trail 16,Wildlife,7.7 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-eco-trail-16,4.3,1381,32.2674,77.1986,https://source.unsplash.com/featured/800x500/?Manali+Eco+Trail+16+manali+Wildlife+India+travel
657,Manali Temple Circuit 17,Spiritual,8.4 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-temple-circuit-17,4.1,1343,32.2716,77.161,https://source.unsplash.com/featured/800x500/?Manali+Temple+Circuit+17+manali+Spiritual+India+travel
658,Manali Leisure Garden 18,Family,9.0 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-leisure-garden-18,4.3,1400,32.2703,77.2097,https://source.unsplash.com/featured/800x500/?Manali+Leisure+Garden+18+manali+Family+India+travel
659,Manali Craft Lane 19,Shopping,9.3 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-craft-lane-19,4.3,917,32.2072,77.2005,https://source.unsplash.com/featured/800x500/?Manali+Craft+Lane+19+manali+Shopping+India+travel
660,Manali Market Bites 20,Food,9.8 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-market-bites-20,4.3,1322,32.2708,77.221,https://source.unsplash.com/featured/800x500/?Manali+Market+Bites+20+manali+Food+India+travel
661,Manali Heritage Trail 21,Heritage,0.6 km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-heritage-trail-21,4.6,1591,32.2396,77.199,https://source.unsplash.com/featured/800x500/?Manali+Heritage+Trail+21+manali+Heritage+India+travel
662,Manali Legacy Lane 22,Historic,1.3 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-legacy-lane-22,4.1,1623,32.2873,77.1482,https://source.unsplash.com/featured/800x500/?Manali+Legacy+Lane+22+manali+Historic+India+travel
663,Manali Cultural House 23,Museum,1.7 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-cultural-house-23,4.3,1047,32.2447,77.1527,https://source.unsplash.com/featured/800x500/?Manali+Cultural+House+23+manali+Museum+India+travel
664,Manali Forest View 24,Nature,2.2 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-forest-view-24,4.1,1044,32.1864,77.1411,https://source.unsplash.com/featured/800x500/?Manali+Forest+View+24+manali+Nature+India+travel
665,Manali Scenic Point 25,Scenic,2.7 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-scenic-point-25,4.3,1794,32.289,77.1775,https://source.unsplash.com/featured/800x500/?Manali+Scenic+Point+25+manali+Scenic+India+travel
666,Manali Zipline Zone 26,Adventure,3.4 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-zipline-zone-26,4.3,1279,32.2312,77.178,https://source.unsplash.com/featured/800x500/?Manali+Zipline+Zone+26+manali+Adventure+India+travel
667,Manali Sun Sand Bay 27,Beach,3.9 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-sun-sand-bay-27,4.3,1308,32.2151,77.1678,https://source.unsplash.com/featured/800x500/?Manali+Sun+Sand+Bay+27+manali+Beach+India+travel
668,Manali Eco Trail 28,Wildlife,4.5 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-eco-trail-28,4.5,1148,32.2436,77.1767,https://source.unsplash.com/featured/800x500/?Manali+Eco+Trail+28+manali+Wildlife+India+travel
669,Manali Temple Circuit 29,Spiritual,5.2 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-temple-circuit-29,4.0,1536,32.2187,77.1818,https://source.unsplash.com/featured/800x500/?Manali+Temple+Circuit+29+manali+Spiritual+India+travel
670,Manali Leisure Garden 30,Family,5.5 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-leisure-garden-30,4.2,1692,32.1941,77.1815,https://source.unsplash.com/featured/800x500/?Manali+Leisure+Garden+30+manali+Family+India+travel
671,Manali Craft Lane 31,Shopping,6.0 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-craft-lane-31,4.0,1363,32.2579,77.2061,https://source.unsplash.com/featured/800x500/?Manali+Craft+Lane+31+manali+Shopping+India+travel
672,Manali Market Bites 32,Food,6.8 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-market-bites-32,4.3,1635,32.2618,77.1517,https://source.unsplash.com/featured/800x500/?Manali+Market+Bites+32+manali+Food+India+travel
673,Manali Heritage Trail 33,Heritage,7.3 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-heritage-trail-33,4.2,1369,32.203,77.1477,https://source.unsplash.com/featured/800x500/?Manali+Heritage+Trail+33+manali+Heritage+India+travel
674,Manali Legacy Lane 34,Historic,7.9 Km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-legacy-lane-34,4.3,1281,32.2695,77.1369,https://source.unsplash.com/featured/800x500/?Manali+Legacy+Lane+34+manali+Historic+India+travel
675,Manali Cultural House 35,Museum,8.4 Km,30 min,Manali Central Loop,/himachal-pradesh/manali/manali-cultural-house-35,4.4,2220,32.2135,77.241,https://source.unsplash.com/featured/800x500/?Manali+Cultural+House+35+manali+Museum+India+travel
676,Manali Forest View 36,Nature,8.9 Km,1 hr,Manali Central Loop,/himachal-pradesh/manali/manali-forest-view-36,4.1,1719,32.2242,77.1887,https://source.unsplash.com/featured/800x500/?Manali+Forest+View+36+manali+Nature+India+travel
677,Manali Scenic Point 37,Scenic,9.5 Km,1-2 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-scenic-point-37,4.0,2262,32.2697,77.2321,https://source.unsplash.com/featured/800x500/?Manali+Scenic+Point+37+manali+Scenic+India+travel
678,Manali Zipline Zone 38,Adventure,9.8 Km,2-3 hrs,Manali Central Loop,/himachal-pradesh/manali/manali-zipline-zone-38,4.1,1988,32.1849,77.2282,https://source.unsplash.com/featured/800x500/?Manali+Zipline+Zone+38+manali+Adventure+India+travel
679,Manali Sun Sand Bay 39,Beach,0.8 km,Half day,Manali Central Loop,/himachal-pradesh/manali/manali-sun-sand-bay-39,4.4,2398,32.2267,77.1502,https://source.unsplash.com/featured/800x500/?Manali+Sun+Sand+Bay+39+manali+Beach+India+travel
